zone_id,localite,region,latitude,longitude,altitude_m,pente_pct,distance_plan_eau_m,type_sol,occupation_sol,taux_impermeabilisation_pct,densite_pop_hab_km2,reseau_assainissement,profondeur_nappe_m,nb_inondations_2005_2014,annee,pluie_max_24h_mm,pluie_max_72h_mm,nb_jours_pluie,cumul_pluie_hivernage_mm,hauteur_crue_fleuve_m,is_riverain,indice_pluie_impermeabilisation,log_distance_plan_eau,zone_basse,assainissement_score,historique_frequence,probabilite_inondation,niveau_risque,facteur_dominant,facteur_dominant_label
Z0173,Ouakam,Dakar,14.71328,-17.49431,22.8,1.04,2984,Argilo-sableux,Urbain dense,80.1,6138,Partiel,5.4,0,2025,120.0,192.0,32.4,459.0400000000001,0.0,0,96.12,8.001355025826703,1,1,0.0,0.8071345900580215,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0174,Ouakam,Dakar,14.73839,-17.49537,27.2,0.53,2818,Hydromorphe,Zone humide (Niayes/bas-fond),41.4,192,Partiel,1.0,2,2025,120.0,192.0,31.8,505.21000000000004,0.0,0,49.68,7.9441374911141125,0,1,0.2,0.917231821799171,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0175,Ouakam,Dakar,14.72375,-17.48094,22.6,0.51,863,Latéritique,Agricole,6.6,260,Complet,5.6,0,2025,120.0,192.0,33.3,472.18999999999994,0.0,0,7.92,6.761572768804055,1,2,0.0,0.7936488779841882,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0176,Ouakam,Dakar,14.7161,-17.4893,14.4,0.33,2573,Sableux,Urbain lâche,54.0,1556,Partiel,4.2,2,2025,120.0,192.0,25.7,403.3,0.0,0,64.8,7.853216388156072,1,1,0.2,0.9405311090322503,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0177,Ouakam,Dakar,14.71957,-17.49587,13.3,6.68,2478,Hydromorphe,Zone humide (Niayes/bas-fond),8.8,196,Partiel,0.2,0,2025,120.0,192.0,29.0,421.36,0.0,0,10.56,7.8156105320351905,1,1,0.0,0.8138761745400551,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0178,Ouakam,Dakar,14.72372,-17.50475,20.7,1.68,1107,Hydromorphe,Zone humide (Niayes/bas-fond),24.6,124,Partiel,1.6,1,2025,120.0,192.0,33.1,493.81000000000006,0.0,0,29.52,7.010311867307229,1,1,0.1,0.9454311289884,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0179,Ouakam,Dakar,14.72216,-17.47992,28.5,0.35,1609,Sableux,Urbain dense,75.4,13764,Inconnu,6.2,0,2025,120.0,192.0,31.2,443.25,0.0,0,90.48,7.383989457978509,0,1,0.0,0.571215300387164,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0180,Yoff,Dakar,14.76533,-17.47655,10.1,0.65,1017,Argilo-sableux,Urbain dense,74.5,7601,Partiel,4.0,0,2025,120.0,192.0,31.2,467.39,0.0,0,89.4,6.925595197110468,1,1,0.0,0.8861297769675156,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0181,Yoff,Dakar,14.73665,-17.46128,6.0,0.12,459,Sableux,Urbain dense,77.7,21298,Partiel,2.7,2,2025,120.0,192.0,31.4,458.3,0.0,0,93.24,6.131226489483141,1,1,0.2,0.9708000275940155,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0182,Yoff,Dakar,14.75527,-17.45836,17.6,0.05,1042,Argilo-sableux,Urbain dense,97.9,16974,Aucun,4.4,2,2025,120.0,192.0,33.7,477.0,0.0,0,117.48,6.949856455000773,0,0,0.2,0.950002465361622,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0183,Yoff,Dakar,14.74673,-17.48669,7.3,0.05,2254,Argilo-sableux,Urbain dense,98.0,18921,Partiel,4.3,1,2025,120.0,192.0,36.1,493.8,0.0,0,117.6,7.720905251936779,1,1,0.1,0.9476789507081357,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0184,Yoff,Dakar,14.74774,-17.47389,11.5,1.35,1814,Sableux,Urbain dense,85.6,19030,Partiel,3.05,0,2025,120.0,192.0,24.8,373.11,0.0,0,102.72,7.503840746698951,0,1,0.0,0.8102511821597692,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0185,Yoff,Dakar,14.73893,-17.46575,9.2,0.58,487,Hydromorphe,Zone humide (Niayes/bas-fond),21.7,132,Aucun,1.6,3,2025,120.0,192.0,33.8,462.56000000000006,0.0,0,26.04,6.1903154058531475,1,0,0.3,0.9893633836707365,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0186,Yoff,Dakar,14.75659,-17.48393,18.3,0.24,763,Hydromorphe,Urbain lâche,51.9,6760,Partiel,4.5,0,2025,120.0,192.0,35.9,499.3,0.0,0,62.28,6.638567789166521,0,1,0.0,0.8836112197185184,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0187,Yoff,Dakar,14.74759,-17.45014,16.7,0.59,1141,Hydromorphe,Urbain lâche,67.0,7549,Complet,3.05,0,2025,120.0,192.0,31.1,425.14,0.0,0,80.4,7.040536390215956,0,2,0.0,0.779496935571727,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0188,Yoff,Dakar,14.7581,-17.48409,11.5,0.46,1220,Sableux,Urbain dense,91.9,14249,Complet,2.8,0,2025,120.0,192.0,28.7,426.48,0.0,0,110.28,7.107425474110705,0,2,0.0,0.6872818175089135,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0189,Yoff,Dakar,14.75279,-17.46994,14.7,0.86,2329,Hydromorphe,Agricole,10.8,130,Partiel,4.3,0,2025,120.0,192.0,29.0,426.23999999999995,0.0,0,12.96,7.753623546559746,0,1,0.0,0.7952084406604826,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0190,Yoff,Dakar,14.76312,-17.48194,15.1,1.04,1668,Argilo-sableux,Urbain dense,81.6,15194,Partiel,3.3,1,2025,120.0,192.0,29.8,440.05,0.0,0,97.92,7.419979923661835,0,1,0.1,0.842728877776954,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0191,Yoff,Dakar,14.78017,-17.46809,0.5,0.04,709,Sableux,Urbain lâche,60.7,5967,Complet,2.4,0,2025,120.0,192.0,32.7,452.87,0.0,0,72.84,6.565264970035361,1,2,0.0,0.8942236224418096,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0192,Yoff,Dakar,14.75794,-17.46955,10.5,0.46,736,Hydromorphe,Zone humide (Niayes/bas-fond),28.2,108,Aucun,1.1,2,2025,120.0,192.0,29.5,413.81000000000006,0.0,0,33.84,6.602587892189336,1,0,0.2,0.9848062722524292,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0193,Yoff,Dakar,14.75579,-17.48904,13.4,0.95,1077,Argilo-sableux,Urbain lâche,53.9,2470,Complet,2.7,0,2025,120.0,192.0,30.7,433.96999999999997,0.0,0,64.68,6.982862751468942,0,2,0.0,0.685706648346468,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0194,Kaolack,Kaolack,14.15848,-16.06817,7.1,0.7,376,Latéritique,Urbain dense,84.7,12607,Aucun,2.3,3,2025,120.0,192.0,51.4,723.5899999999999,0.0,0,101.64,5.932245187448011,0,0,0.3,0.9699449267245843,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0195,Kaolack,Kaolack,14.13608,-16.08179,15.3,0.14,965,Sableux,Urbain lâche,48.5,3042,Aucun,3.9,0,2025,120.0,192.0,50.2,726.27,0.0,0,58.2,6.873163834212518,0,0,0.0,0.8932442974572912,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0196,Kaolack,Kaolack,14.14481,-16.06172,3.1,0.46,1175,Argilo-sableux,Urbain lâche,56.1,7106,Aucun,0.9,5,2025,120.0,192.0,50.8,710.25,0.0,0,67.32,7.069874128458572,1,0,0.5,0.9928944439023732,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0197,Kaolack,Kaolack,14.15775,-16.06744,13.2,0.04,2708,Argilo-sableux,Urbain lâche,44.3,3743,Partiel,5.0,0,2025,120.0,192.0,55.6,805.34,0.0,0,53.16,7.904334842085095,0,1,0.0,0.8040456887429062,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0198,Kaolack,Kaolack,14.153,-16.06389,5.0,0.49,433,Argileux,Agricole,19.9,235,Complet,3.7,0,2025,120.0,192.0,57.5,813.28,0.0,0,23.88,6.073044534100405,1,2,0.0,0.8892268267365016,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0199,Kaolack,Kaolack,14.15552,-16.08299,1.8,1.17,447,Argileux,Urbain dense,98.0,16291,Aucun,1.6,10,2025,120.0,192.0,53.3,751.0600000000001,0.0,0,117.6,6.104793232414985,1,0,1.0,0.9990081093843001,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0200,Kaolack,Kaolack,14.16769,-16.04307,12.4,0.2,519,Argilo-sableux,Urbain lâche,53.1,14881,Aucun,3.7,1,2025,120.0,192.0,59.2,865.79,0.0,0,63.72,6.253828811575473,0,0,0.1,0.9584965120434857,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0201,Kaolack,Kaolack,14.1462,-16.0589,8.0,0.12,1857,Argilo-sableux,Urbain dense,78.1,18270,Aucun,4.0,2,2025,120.0,192.0,46.1,667.15,0.0,0,93.72,7.527255919373784,0,0,0.2,0.9424218854955563,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0202,Kaolack,Kaolack,14.16404,-16.07917,4.6,0.49,2372,Argileux,Urbain dense,87.4,15711,Aucun,2.2,4,2025,120.0,192.0,51.9,725.45,0.0,0,104.88,7.771910256435763,1,0,0.4,0.9878329685215517,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0203,Kaolack,Kaolack,14.15065,-16.05981,1.3,0.82,1265,Sableux,Urbain dense,96.1,20917,Aucun,2.6,1,2025,120.0,192.0,51.2,733.77,0.0,0,115.32,7.143617602704121,1,0,0.1,0.972327852581159,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0204,Kaolack,Kaolack,14.14657,-16.07824,7.2,0.19,1228,Hydromorphe,Urbain dense,98.0,13313,Partiel,2.0,3,2025,120.0,192.0,56.0,755.9,0.0,0,117.6,7.113956109566034,0,1,0.3,0.9534785127507445,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0205,Kaolack,Kaolack,14.17138,-16.09182,10.0,0.99,385,Argileux,Urbain dense,72.6,16834,Aucun,3.8,1,2025,120.0,192.0,55.2,776.52,0.0,0,87.12,5.955837369464831,0,0,0.1,0.9435766914896838,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0206,Kaolack,Kaolack,14.16763,-16.07389,5.2,0.61,675,Argilo-sableux,Urbain dense,85.0,22391,Aucun,1.7,3,2025,120.0,192.0,51.0,745.8100000000001,0.0,0,102.0,6.516193076042964,1,0,0.3,0.9872461460075823,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0207,Touba,Diourbel,14.84873,-15.88383,43.7,1.2,575,Argilo-sableux,Urbain dense,72.4,19001,Complet,10.4,0,2025,120.0,192.0,41.5,579.75,0.0,0,86.88,6.3561076606958915,1,2,0.0,0.7264135235521912,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0208,Touba,Diourbel,14.87883,-15.87911,51.3,4.72,1059,Hydromorphe,Zone humide (Niayes/bas-fond),21.0,148,Partiel,2.8,1,2025,120.0,192.0,34.1,487.93999999999994,0.0,0,25.2,6.966024187106113,0,1,0.1,0.7410477344965843,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0209,Touba,Diourbel,14.84616,-15.88107,16.1,2.7,1931,Argileux,Urbain lâche,52.9,2735,Partiel,6.3,7,2025,120.0,192.0,35.2,529.77,0.0,0,63.48,7.566311014772463,1,1,0.7,0.9881029570475699,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0210,Touba,Diourbel,14.85043,-15.86966,41.0,1.65,2005,Sableux,Agricole,0.0,252,Aucun,8.3,0,2025,120.0,192.0,36.3,500.66999999999996,0.0,0,0.0,7.603897968521881,1,0,0.0,0.8388814441832064,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0211,Touba,Diourbel,14.87015,-15.86466,18.5,1.76,4454,Hydromorphe,Zone humide (Niayes/bas-fond),27.2,98,Partiel,2.0,9,2025,120.0,192.0,38.6,556.0899999999999,0.0,0,32.64,8.40178233990491,1,1,0.9,0.9939400584380899,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0212,Touba,Diourbel,14.84046,-15.88397,57.7,1.25,1068,Argileux,Urbain lâche,50.1,4943,Aucun,12.3,0,2025,120.0,192.0,38.6,527.53,0.0,0,60.12,6.974478911025045,0,0,0.0,0.8110629119574472,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0213,Touba,Diourbel,14.85238,-15.88162,74.3,1.0,827,Argileux,Agricole,17.4,258,Partiel,14.1,0,2025,120.0,192.0,41.5,631.15,0.0,0,20.88,6.71901315438526,0,1,0.0,0.6465005571922636,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0214,Touba,Diourbel,14.84791,-15.87013,76.0,1.33,636,Hydromorphe,Urbain dense,82.8,14578,Aucun,14.3,0,2025,120.0,192.0,37.0,512.12,0.0,0,99.36,6.456769655572163,0,0,0.0,0.7417407029992353,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0215,Touba,Diourbel,14.86171,-15.87625,33.7,1.18,7159,Hydromorphe,Zone humide (Niayes/bas-fond),29.2,154,Partiel,2.3,6,2025,120.0,192.0,33.3,483.55,0.0,0,35.04,8.87626525995469,1,1,0.6,0.9755853870462384,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0216,Touba,Diourbel,14.84919,-15.88647,53.2,4.11,1632,Sableux,Urbain dense,82.0,10249,Partiel,10.5,0,2025,120.0,192.0,36.3,496.76000000000005,0.0,0,98.4,7.398174092970465,0,1,0.0,0.47964043650654503,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0217,Touba,Diourbel,14.84564,-15.86288,58.7,1.37,1031,Latéritique,Urbain dense,77.7,12086,Partiel,12.5,0,2025,120.0,192.0,37.5,530.6,0.0,0,93.24,6.939253946041508,0,1,0.0,0.6363835481228248,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0218,Touba,Diourbel,14.84925,-15.87109,49.1,1.13,4198,Argilo-sableux,Urbain lâche,49.2,3548,Inconnu,10.8,0,2025,120.0,192.0,41.6,559.85,0.0,0,59.04,8.342601680684194,1,1,0.0,0.6007386435860513,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0219,Touba,Diourbel,14.86962,-15.85195,62.2,4.04,451,Sableux,Urbain lâche,46.6,3929,Partiel,10.8,0,2025,120.0,192.0,41.0,597.71,0.0,0,55.92,6.113682179832232,0,1,0.0,0.5815731484080514,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0220,Touba,Diourbel,14.84779,-15.87393,38.9,3.42,818,Argileux,Urbain lâche,38.0,3649,Partiel,8.3,0,2025,120.0,192.0,42.6,579.0600000000001,0.0,0,45.6,6.70808408385307,1,1,0.0,0.8390974539000511,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0221,Mbacké,Diourbel,14.79673,-15.91172,60.1,1.8,1143,Argilo-sableux,Urbain dense,64.7,12069,Complet,11.2,0,2025,120.0,192.0,37.0,532.48,0.0,0,77.64,7.042286171939743,0,2,0.0,0.3475002202336221,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0222,Mbacké,Diourbel,14.78599,-15.9198,47.5,7.57,1100,Hydromorphe,Agricole,8.9,348,Complet,9.9,0,2025,120.0,192.0,40.3,554.49,0.0,0,10.68,7.00397413672268,0,2,0.0,0.27938895171440026,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0223,Mbacké,Diourbel,14.78444,-15.91061,11.3,3.07,2795,Argilo-sableux,Végétation naturelle,6.1,304,Aucun,4.4,3,2025,120.0,192.0,36.7,543.13,0.0,0,7.32,7.935945103353701,1,0,0.3,0.9210344605499633,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0224,Mbacké,Diourbel,14.80125,-15.89962,23.3,0.27,3723,Latéritique,Agricole,0.0,94,Aucun,7.2,3,2025,120.0,192.0,35.1,512.13,0.0,0,0.0,8.222553638396958,1,0,0.3,0.9587715252612723,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0225,Mbacké,Diourbel,14.78067,-15.89585,41.6,2.34,2635,Argileux,Urbain dense,68.3,16607,Aucun,8.8,0,2025,120.0,192.0,37.9,526.61,0.0,0,81.96,7.877017895622398,0,0,0.0,0.7516177873336527,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0226,Mbacké,Diourbel,14.79376,-15.89741,33.9,0.45,4399,Argilo-sableux,Agricole,25.3,90,Partiel,7.3,0,2025,120.0,192.0,39.3,546.9399999999999,0.0,0,30.36,8.389359819906353,1,1,0.0,0.8166901272892261,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0227,Mbacké,Diourbel,14.79743,-15.93444,45.5,1.31,1360,Argilo-sableux,Agricole,18.3,251,Complet,10.4,0,2025,120.0,192.0,36.9,534.42,0.0,0,21.96,7.215975002651466,0,2,0.0,0.47504471358521133,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0228,Mbacké,Diourbel,14.79447,-15.9103,37.9,1.18,1600,Sableux,Urbain dense,81.9,13930,Complet,10.5,0,2025,120.0,192.0,37.1,523.94,0.0,0,98.28,7.3783837129967145,1,2,0.0,0.6680701114114116,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0229,Mbacké,Diourbel,14.79682,-15.93397,28.1,0.66,3203,Argilo-sableux,Agricole,13.2,128,Aucun,7.3,1,2025,120.0,192.0,44.4,623.54,0.0,0,15.84,8.07215530818825,1,0,0.1,0.9164406240094072,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0230,Mbacké,Diourbel,14.77472,-15.91024,52.2,3.98,4014,Argilo-sableux,Agricole,6.7,119,Partiel,11.5,0,2025,120.0,192.0,38.1,533.76,0.0,0,8.04,8.297792626380861,0,1,0.0,0.4219014981887595,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0231,Diourbel,Diourbel,14.64765,-16.24856,25.0,1.73,3234,Argilo-sableux,Urbain dense,88.3,13165,Complet,4.8,0,2025,120.0,192.0,37.6,534.53,0.0,0,105.96,8.081784206935001,0,2,0.0,0.5000564354819025,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0232,Diourbel,Diourbel,14.65278,-16.23371,9.1,0.21,890,Latéritique,Agricole,28.8,176,Partiel,5.0,1,2025,120.0,192.0,34.8,516.87,0.0,0,34.56,6.792344427470809,1,1,0.1,0.9532220203462121,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0233,Diourbel,Diourbel,14.66621,-16.22567,29.1,0.16,1140,Argileux,Urbain lâche,49.6,7013,Partiel,6.7,0,2025,120.0,192.0,41.3,542.85,0.0,0,59.52,7.039660349862076,0,1,0.0,0.8505492421314056,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0234,Diourbel,Diourbel,14.66993,-16.26694,22.9,1.38,2320,Hydromorphe,Zone humide (Niayes/bas-fond),41.1,334,Complet,2.0,1,2025,120.0,192.0,38.4,542.37,0.0,0,49.32,7.749753406274437,0,2,0.1,0.7743781097713467,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0235,Diourbel,Diourbel,14.67604,-16.21612,25.1,1.16,560,Argileux,Agricole,2.0,439,Aucun,6.6,0,2025,120.0,192.0,33.5,479.7,0.0,0,2.4,6.329720905522696,0,0,0.0,0.8723302358477026,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0236,Diourbel,Diourbel,14.67268,-16.25098,13.7,3.83,7707,Hydromorphe,Urbain lâche,37.6,10654,Partiel,4.4,0,2025,120.0,192.0,27.4,411.82,0.0,0,45.12,8.950014029534257,1,1,0.0,0.8053527865893972,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0237,Diourbel,Diourbel,14.65434,-16.22697,25.1,0.75,5075,Argilo-sableux,Agricole,18.5,202,Complet,6.4,0,2025,120.0,192.0,39.2,569.87,0.0,0,22.2,8.532278828834277,0,2,0.0,0.476728947070746,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0238,Diourbel,Diourbel,14.65928,-16.2439,14.2,2.3,7284,Latéritique,Urbain lâche,59.8,8904,Aucun,6.1,0,2025,120.0,192.0,44.6,633.45,0.0,0,71.76,8.893572718629306,1,0,0.0,0.9039800431409222,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0239,Diourbel,Diourbel,14.6804,-16.23168,22.1,0.72,5422,Hydromorphe,Agricole,16.5,191,Aucun,5.4,2,2025,120.0,192.0,39.8,586.24,0.0,0,19.8,8.59840444684106,1,0,0.2,0.9456195466177041,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0240,Saint-Louis,Saint-Louis,16.01922,-16.49404,2.9,0.53,346,Latéritique,Urbain dense,81.9,6593,Aucun,0.4,7,2025,120.0,192.0,20.7,306.85,9.5718,1,98.28,5.849324779946859,1,0,0.7,0.998397494179718,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0241,Saint-Louis,Saint-Louis,16.04467,-16.49675,5.5,0.16,290,Hydromorphe,Zone humide (Niayes/bas-fond),35.0,61,Aucun,1.3,3,2025,120.0,192.0,24.6,340.62,9.308599999999998,1,42.0,5.673323267171493,0,0,0.3,0.9935431346008301,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0242,Saint-Louis,Saint-Louis,16.03511,-16.48944,1.3,0.71,408,Argileux,Urbain lâche,53.7,2584,Inconnu,0.2,2,2025,120.0,192.0,24.6,328.29,9.858799999999999,1,64.44,6.013715156042802,1,1,0.2,0.9832614033902682,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0243,Saint-Louis,Saint-Louis,16.0088,-16.51709,4.5,0.7,143,Hydromorphe,Urbain lâche,31.7,6218,Partiel,1.8,3,2025,120.0,192.0,19.2,280.15999999999997,10.340399999999999,1,38.04,4.969813299576001,0,1,0.3,0.9900106743073405,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0244,Saint-Louis,Saint-Louis,16.03488,-16.49881,1.4,2.33,270,Argilo-sableux,Urbain dense,93.9,25349,Partiel,2.6,2,2025,120.0,192.0,22.6,313.61,9.7902,1,112.68,5.602118820879701,1,1,0.2,0.9912793074978189,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0245,Saint-Louis,Saint-Louis,16.03679,-16.48992,5.1,0.57,1049,Argilo-sableux,Urbain dense,70.3,12984,Aucun,3.3,3,2025,120.0,192.0,20.5,315.85,9.8406,1,84.36,6.956545443151569,0,0,0.3,0.9833556861636226,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0246,Saint-Louis,Saint-Louis,16.0156,-16.50141,0.5,0.43,570,Argilo-sableux,Urbain dense,76.1,9383,Aucun,1.0,4,2025,120.0,192.0,22.6,314.02,10.452399999999999,1,91.32,6.3473892096560105,1,0,0.4,0.9962336200201322,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0247,Saint-Louis,Saint-Louis,16.02894,-16.49939,4.9,0.85,396,Argilo-sableux,Urbain lâche,47.1,5532,Aucun,3.1,1,2025,120.0,192.0,21.6,296.78000000000003,9.787399999999998,1,56.52,5.983936280687191,0,0,0.1,0.9799051619850427,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0248,Saint-Louis,Saint-Louis,16.02015,-16.49044,10.8,0.3,222,Hydromorphe,Zone humide (Niayes/bas-fond),27.0,127,Complet,2.4,0,2025,120.0,192.0,19.0,294.75,10.512599999999999,1,32.4,5.407171771460119,0,2,0.0,0.9525774450902713,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0249,Saint-Louis,Saint-Louis,16.02846,-16.49101,0.5,0.13,146,Argileux,Urbain dense,76.1,13631,Inconnu,2.1,10,2025,120.0,192.0,20.6,293.65999999999997,9.514399999999998,1,91.32,4.990432586778736,1,1,1.0,0.9988030250090346,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0250,Saint-Louis,Saint-Louis,16.04611,-16.50592,0.5,0.11,1042,Argilo-sableux,Urbain lâche,47.1,3277,Aucun,2.4,5,2025,120.0,192.0,21.2,297.41999999999996,9.872799999999998,1,56.52,6.949856455000773,1,0,0.5,0.9972806850491661,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0251,Saint-Louis,Saint-Louis,16.04214,-16.50128,3.8,0.34,307,Hydromorphe,Urbain lâche,61.6,6533,Aucun,2.5,2,2025,120.0,192.0,20.7,291.97,9.2778,1,73.92,5.730099782973574,0,0,0.2,0.989969512301587,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0252,Podor,Saint-Louis,16.66123,-14.96933,10.7,0.94,547,Hydromorphe,Zone humide (Niayes/bas-fond),10.5,122,Partiel,1.1,0,2025,120.0,192.0,20.0,284.98,9.522799999999998,1,12.6,6.306275286948016,0,1,0.0,0.9540183231837901,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0253,Podor,Saint-Louis,16.65655,-14.94458,7.5,0.02,708,Sableux,Urbain lâche,54.5,8624,Aucun,3.6,1,2025,120.0,192.0,20.7,293.79,9.7454,1,65.4,6.5638555265321274,0,0,0.1,0.9811126757644276,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0254,Podor,Saint-Louis,16.65444,-14.93937,10.0,0.74,370,Sableux,Agricole,1.9,157,Aucun,4.4,0,2025,120.0,192.0,18.6,266.04,9.977799999999998,1,2.28,5.916202062607435,0,0,0.0,0.9596399177547607,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0255,Podor,Saint-Louis,16.64099,-14.97768,5.1,0.4,781,Hydromorphe,Zone humide (Niayes/bas-fond),16.5,162,Partiel,1.5,2,2025,120.0,192.0,21.6,297.48,10.123399999999998,1,19.8,6.661854740545311,1,1,0.2,0.9919435770941877,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0256,Podor,Saint-Louis,16.66066,-14.95529,3.1,0.91,1276,Argileux,Urbain lâche,58.5,4301,Partiel,1.7,1,2025,120.0,192.0,19.0,274.14,9.172799999999999,1,70.2,7.152268856032539,1,1,0.1,0.9822453519129966,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0257,Podor,Saint-Louis,16.64217,-14.94369,8.9,0.98,1160,Latéritique,Urbain lâche,49.9,2731,Aucun,2.5,0,2025,120.0,192.0,22.9,304.81,9.8028,1,59.88,7.057036981697891,0,0,0.0,0.9638697557901884,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0258,Podor,Saint-Louis,16.6727,-14.96094,9.3,1.27,422,Latéritique,Urbain lâche,52.6,3479,Complet,3.0,0,2025,120.0,192.0,22.7,350.96,10.2298,1,63.12,6.0473721790462776,0,2,0.0,0.9144375736831688,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0259,Podor,Saint-Louis,16.65987,-14.97207,0.5,0.99,212,Sableux,Urbain lâche,44.5,7220,Partiel,2.0,1,2025,120.0,192.0,22.4,328.86,10.306799999999999,1,53.4,5.3612921657094255,1,1,0.1,0.9891748090187796,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
