zone_id,annee,cumul_pluie_hivernage_mm,nb_jours_pluie,pluie_max_24h_mm,pluie_max_72h_mm,hauteur_crue_fleuve_m,inondation,duree_submersion_jours,is_riverain
Z0096,2020,527.3,36,10.6,17.5,,0,0,0
Z0096,2021,337.1,27,19.6,35.6,,1,28,0
Z0096,2022,426.4,27,10.0,17.1,,0,0,0
Z0096,2023,411.4,30,29.7,56.7,,1,20,0
Z0096,2024,517.2,34,10.0,13.9,,0,0,0
Z0097,2015,490.7,32,11.1,18.7,,0,0,0
Z0097,2016,458.4,37,37.3,78.2,,0,0,0
Z0097,2017,380.0,22,20.3,41.2,,0,0,0
Z0097,2018,383.0,27,10.0,13.5,,0,0,0
Z0097,2019,543.0,41,40.4,62.2,,0,0,0
Z0097,2020,544.4,41,32.5,68.9,,0,0,0
Z0097,2021,373.9,19,36.6,72.9,,0,0,0
Z0097,2022,460.7,28,13.6,18.8,,0,0,0
Z0097,2023,331.0,21,14.3,17.6,,0,0,0
Z0097,2024,372.1,25,10.0,17.3,,0,0,0
Z0098,2015,443.1,29,12.7,25.7,,0,0,0
Z0098,2016,430.8,28,30.8,50.3,,0,0,0
Z0098,2017,265.6,14,16.8,32.5,,0,0,0
Z0098,2018,430.8,30,41.9,88.9,,0,0,0
Z0098,2019,420.4,27,10.0,18.7,,0,0,0
Z0098,2020,545.2,32,50.3,61.9,,0,0,0
Z0098,2021,348.2,23,12.9,21.2,,0,0,0
Z0098,2022,504.6,32,49.2,64.5,,0,0,0
Z0098,2023,414.0,32,40.6,80.1,,0,0,0
Z0098,2024,469.5,35,44.5,67.9,,0,0,0
Z0099,2015,411.2,23,23.6,38.9,,0,0,0
Z0099,2016,205.3,14,10.0,15.8,,0,0,0
Z0099,2017,480.4,35,34.2,42.1,,0,0,0
Z0099,2018,532.0,44,10.0,20.1,,0,0,0
Z0099,2019,532.0,19,10.0,15.8,,0,0,0
Z0099,2020,556.4,40,33.6,66.0,,0,0,0
Z0099,2021,588.0,44,43.0,57.4,,1,3,0
Z0099,2022,556.4,44,23.1,37.5,,0,0,0
Z0099,2023,289.4,17,21.7,47.1,,0,0,0
Z0099,2024,600.7,45,37.9,63.9,,0,0,0
Z0100,2015,263.3,17,10.0,16.8,,0,0,0
Z0100,2016,560.1,49,40.1,65.4,,0,0,0
Z0100,2017,353.8,21,33.5,70.2,,0,0,0
Z0100,2018,282.3,23,10.0,15.0,,0,0,0
Z0100,2019,210.2,16,11.7,24.4,,0,0,0
Z0100,2020,267.6,17,10.0,18.3,,0,0,0
Z0100,2021,540.4,40,31.7,58.0,,1,5,0
Z0100,2022,342.6,33,27.3,45.9,,1,5,0
Z0100,2023,374.9,21,17.0,22.2,,0,0,0
Z0100,2024,662.9,51,24.3,52.0,,0,0,0
Z0101,2015,405.3,18,36.8,75.9,,1,24,0
Z0101,2016,372.9,27,14.3,20.5,,0,0,0
Z0101,2017,454.9,34,21.5,44.0,,0,0,0
Z0101,2018,736.3,60,22.2,38.0,,0,0,0
Z0101,2019,501.5,31,10.0,17.8,,0,0,0
Z0101,2020,571.9,36,35.7,72.2,,0,0,0
Z0101,2021,258.3,13,10.0,16.2,,0,0,0
Z0101,2022,447.2,29,23.9,46.9,,0,0,0
Z0101,2023,533.9,30,10.0,19.9,,0,0,0
Z0101,2024,399.3,25,51.7,108.0,,0,0,0
Z0102,2015,266.3,13,15.0,22.5,,1,5,0
Z0102,2016,427.4,32,37.4,63.1,,1,8,0
Z0102,2017,391.4,33,10.0,19.3,,0,0,0
Z0102,2018,393.2,28,11.3,22.0,,0,0,0
Z0102,2019,350.1,25,30.6,37.7,,1,6,0
Z0102,2020,571.7,47,50.5,106.9,,1,10,0
Z0102,2021,420.2,26,12.7,17.6,,1,5,0
Z0102,2022,667.0,35,18.2,22.2,,1,5,0
Z0102,2023,417.7,29,18.2,42.5,,1,1,0
Z0102,2024,480.1,27,21.4,40.5,,0,0,0
Z0103,2015,505.1,29,14.9,26.2,,0,0,0
Z0103,2016,286.4,31,24.7,39.4,,0,0,0
Z0103,2017,341.1,25,10.0,12.2,,0,0,0
Z0103,2018,449.6,32,20.6,44.5,,0,0,0
Z0103,2019,340.5,25,10.0,17.0,,1,2,0
Z0103,2020,448.8,34,11.4,19.9,,0,0,0
Z0103,2021,436.8,32,15.5,33.1,,0,0,0
Z0103,2022,375.8,27,11.2,19.0,,0,0,0
Z0103,2023,613.7,46,14.3,23.5,,0,0,0
Z0103,2024,358.3,25,20.2,35.1,,0,0,0
Z0104,2015,394.0,23,15.8,27.9,,1,8,0
Z0104,2016,448.6,30,10.0,13.4,,1,5,0
Z0104,2017,345.3,32,10.0,21.1,,1,1,0
Z0104,2018,419.1,29,15.8,31.4,,0,0,0
Z0104,2019,353.3,22,10.0,12.5,,1,3,0
Z0104,2020,496.5,33,15.5,19.6,,0,0,0
Z0104,2021,298.7,11,16.9,29.3,,1,1,0
Z0104,2022,774.0,54,20.1,41.5,,1,1,0
Z0104,2023,376.1,24,18.4,36.9,,1,1,0
Z0104,2024,587.6,41,12.7,23.8,,1,10,0
Z0105,2015,295.5,24,37.9,49.0,,0,0,0
Z0105,2016,590.3,37,19.8,39.8,,0,0,0
Z0105,2017,612.1,48,23.7,47.4,,0,0,0
Z0105,2018,382.7,31,23.7,34.3,,0,0,0
Z0105,2019,530.0,40,10.0,21.8,,0,0,0
Z0105,2020,649.9,47,16.9,25.3,,0,0,0
Z0105,2021,493.2,33,36.2,73.9,,0,0,0
Z0105,2022,443.2,29,31.8,64.8,,0,0,0
Z0105,2023,335.3,24,10.0,18.4,,0,0,0
Z0105,2024,594.5,47,118.4,214.0,,0,0,0
Z0106,2015,412.6,24,24.0,30.5,,0,0,0
Z0106,2016,426.3,29,17.4,25.9,,0,0,0
Z0106,2017,269.1,16,10.0,12.5,,1,12,0
Z0106,2018,373.7,28,30.2,61.7,,0,0,0
Z0106,2019,342.0,22,10.0,15.9,,0,0,0
Z0106,2020,651.8,47,41.6,80.0,,1,4,0
Z0106,2021,433.3,29,19.3,24.8,,1,11,0
Z0106,2022,382.7,33,13.3,22.5,,0,0,0
Z0106,2023,392.4,23,10.0,21.6,,1,7,0
Z0106,2024,405.2,25,11.6,21.3,,1,6,0
Z0107,2015,481.8,30,30.7,57.8,,0,0,0
Z0107,2016,314.8,20,20.9,27.3,,1,6,0
Z0107,2017,358.6,25,10.0,15.8,,1,2,0
Z0107,2018,460.8,25,14.1,19.4,,0,0,0
Z0107,2019,600.7,49,30.7,43.0,,0,0,0
Z0107,2020,501.7,31,24.1,47.7,,1,3,0
Z0107,2021,381.8,29,21.4,29.4,,0,0,0
Z0107,2022,545.5,32,67.7,118.9,,0,0,0
Z0107,2023,399.3,25,11.5,17.7,,0,0,0
Z0107,2024,409.0,31,27.7,43.0,,0,0,0
Z0108,2015,353.6,24,10.1,18.0,,0,0,0
Z0108,2016,413.5,19,50.8,99.3,,0,0,0
Z0108,2017,466.2,36,27.4,40.6,,0,0,0
Z0108,2018,461.4,39,10.0,19.4,,0,0,0
Z0108,2019,359.8,26,12.7,15.2,,0,0,0
Z0108,2020,371.3,31,10.0,18.7,,0,0,0
Z0108,2021,321.4,18,11.7,15.2,,0,0,0
Z0108,2022,634.2,46,41.6,89.4,,0,0,0
Z0108,2023,359.3,23,21.9,39.6,,0,0,0
Z0108,2024,580.2,41,20.2,37.8,,0,0,0
Z0109,2015,652.2,46,23.6,43.9,,0,0,0
Z0109,2016,478.0,37,33.0,59.8,,0,0,0
Z0109,2017,486.9,35,23.2,42.5,,0,0,0
Z0109,2018,425.3,35,33.6,71.9,,0,0,0
Z0109,2019,423.4,33,23.9,45.6,,0,0,0
Z0109,2020,820.6,61,18.9,37.9,,0,0,0
Z0109,2021,424.7,37,29.7,49.7,,0,0,0
Z0109,2022,594.8,45,10.0,16.5,,0,0,0
Z0109,2023,617.7,47,39.4,69.3,,0,0,0
Z0109,2024,649.6,35,96.3,161.9,,0,0,0
Z0110,2015,468.3,25,34.4,48.4,,0,0,0
Z0110,2016,438.6,32,18.5,35.4,,0,0,0
Z0110,2017,394.4,26,10.0,18.8,,0,0,0
Z0110,2018,387.9,26,10.0,17.0,,0,0,0
Z0110,2019,353.9,27,24.9,37.3,,0,0,0
Z0110,2020,616.6,48,11.2,14.0,,0,0,0
Z0110,2021,376.6,23,14.9,20.6,,0,0,0
Z0110,2022,513.5,37,18.8,27.9,,0,0,0
Z0110,2023,324.5,25,30.2,57.5,,0,0,0
Z0110,2024,496.3,29,17.4,37.7,,0,0,0
Z0111,2015,448.0,34,22.1,32.6,,0,0,0
Z0111,2016,423.2,24,29.7,57.0,,0,0,0
Z0111,2017,427.3,30,24.4,38.2,,1,8,0
Z0111,2018,294.4,26,10.0,18.1,,0,0,0
Z0111,2019,375.8,29,23.1,48.8,,0,0,0
Z0111,2020,507.5,30,22.1,26.9,,0,0,0
Z0111,2021,487.7,28,26.5,53.5,,0,0,0
Z0111,2022,476.1,29,22.0,42.1,,1,12,0
Z0111,2023,487.3,33,19.0,34.2,,0,0,0
Z0111,2024,889.6,64,34.3,47.9,,1,6,0
Z0112,2015,527.1,37,18.5,30.5,,0,0,0
Z0112,2016,607.6,38,10.8,13.3,,0,0,0
Z0112,2017,713.6,55,14.8,25.9,,0,0,0
Z0112,2018,532.9,40,21.3,35.1,,0,0,0
Z0112,2019,397.1,35,10.0,17.3,,0,0,0
Z0112,2020,466.5,35,13.8,24.6,,0,0,0
Z0112,2021,615.0,40,50.0,94.2,,0,0,0
Z0112,2022,493.0,38,52.9,88.4,,0,0,0
Z0112,2023,390.7,22,21.4,34.5,,0,0,0
Z0112,2024,360.9,15,45.2,74.2,,1,9,0
Z0113,2015,375.3,29,11.1,14.7,,0,0,0
Z0113,2016,555.7,41,42.1,76.7,,0,0,0
Z0113,2017,401.5,29,20.3,34.2,,0,0,0
Z0113,2018,464.3,29,29.3,52.2,,0,0,0
Z0113,2019,236.4,22,10.0,15.3,,0,0,0
Z0113,2020,516.6,38,10.0,19.6,,0,0,0
Z0113,2021,453.1,33,34.3,43.4,,0,0,0
Z0113,2022,555.5,33,16.7,22.3,,0,0,0
Z0113,2023,327.1,22,10.0,15.3,,0,0,0
Z0113,2024,467.9,34,29.0,36.5,,0,0,0
Z0114,2015,402.3,25,16.5,26.1,,0,0,0
Z0114,2016,348.3,20,21.4,42.8,,0,0,0
Z0114,2017,419.9,28,12.1,23.5,,0,0,0
Z0114,2018,404.8,30,10.0,18.5,,0,0,0
Z0114,2019,308.3,19,10.0,20.8,,0,0,0
Z0114,2020,498.3,31,27.6,49.1,,1,8,0
Z0114,2021,460.9,28,22.0,29.4,,0,0,0
Z0114,2022,745.9,53,86.9,189.7,,1,7,0
Z0114,2023,401.0,23,24.7,44.8,,0,0,0
Z0114,2024,437.8,25,13.5,29.7,,1,2,0
Z0115,2015,368.0,19,17.3,22.9,,0,0,0
Z0115,2016,502.7,33,11.0,19.6,,0,0,0
Z0115,2017,292.3,22,10.0,16.2,,0,0,0
Z0115,2018,371.6,26,34.8,72.8,,0,0,0
Z0115,2019,496.0,39,10.6,22.5,,1,9,0
Z0115,2020,628.5,43,27.2,51.9,,0,0,0
Z0115,2021,443.3,24,16.9,24.9,,0,0,0
Z0115,2022,443.3,29,15.9,29.8,,0,0,0
Z0115,2023,289.9,16,35.6,59.0,,1,1,0
Z0115,2024,538.0,31,21.6,34.9,,0,0,0
Z0116,2015,448.5,32,10.0,15.8,,0,0,0
Z0116,2016,482.3,32,13.1,27.7,,0,0,0
Z0116,2017,377.0,27,19.6,38.0,,0,0,0
Z0116,2018,394.8,27,10.0,15.2,,0,0,0
Z0116,2019,225.3,12,14.4,18.2,,0,0,0
Z0116,2020,586.6,47,10.6,23.3,,0,0,0
Z0116,2021,438.2,37,22.2,46.9,,0,0,0
Z0116,2022,558.5,39,14.4,25.5,,0,0,0
Z0116,2023,444.4,29,18.2,39.4,,0,0,0
Z0116,2024,732.5,50,66.4,144.1,,0,0,0
Z0117,2015,403.7,31,10.0,15.0,,1,1,0
Z0117,2016,331.7,14,10.0,15.9,,0,0,0
Z0117,2017,337.6,18,16.55,48.8,,0,0,0
Z0117,2018,607.5,40,25.7,36.0,,0,0,0
Z0117,2019,314.3,23,20.3,43.2,,0,0,0
Z0117,2020,547.1,40,48.1,80.1,,1,6,0
Z0117,2021,503.9,40,11.7,23.8,,0,0,0
Z0117,2022,398.9,28,12.8,24.3,,0,0,0
Z0117,2023,464.3,37,47.5,89.1,,0,0,0
Z0117,2024,412.1,31,16.55,66.9,,0,0,0
Z0118,2015,368.2,28,12.5,15.0,,0,0,0
Z0118,2016,384.4,25,39.9,73.2,,0,0,0
Z0118,2017,473.2,33,15.7,25.3,,0,0,0
Z0118,2018,369.2,25,11.6,23.7,,0,0,0
Z0118,2019,479.0,36,22.5,38.0,,0,0,0
Z0118,2020,458.9,35,45.5,82.6,,0,0,0
Z0118,2021,408.6,28,46.1,69.2,,0,0,0
Z0118,2022,478.2,37,31.1,58.4,,0,0,0
Z0118,2023,408.6,38,27.0,42.6,,1,11,0
Z0118,2024,273.3,16,17.7,34.7,,0,0,0
Z0119,2015,375.9,24,32.1,47.5,,1,7,0
Z0119,2016,376.9,29,10.0,14.5,,0,0,0
Z0119,2017,310.8,27,10.4,12.8,,0,0,0
Z0119,2018,644.1,49,13.8,23.2,,0,0,0
Z0119,2019,401.6,30,23.4,46.8,,0,0,0
Z0119,2020,498.7,37,10.0,15.6,,0,0,0
Z0119,2021,620.8,42,32.5,64.1,,0,0,0
Z0119,2022,332.4,26,25.6,44.5,,0,0,0
Z0119,2023,337.6,22,15.0,26.2,,0,0,0
Z0119,2024,690.0,50,16.7,21.5,,0,0,0
Z0120,2015,180.5,7,10.0,14.0,,0,0,0
Z0120,2016,313.9,13,10.0,13.1,,0,0,0
Z0120,2017,390.3,17,16.1,26.0,,0,0,0
Z0120,2018,395.1,24,19.7,38.3,,0,0,0
Z0120,2019,350.8,32,10.0,21.2,,1,1,0
Z0120,2020,296.2,19,13.8,27.0,,0,0,0
Z0120,2021,441.3,32,23.2,50.7,,1,8,0
Z0120,2022,453.9,36,34.5,66.2,,0,0,0
Z0120,2023,289.9,16,16.3,25.4,,0,0,0
Z0120,2024,363.4,17,17.1,27.9,,0,0,0
Z0121,2015,455.2,31,23.7,42.4,,0,0,0
Z0121,2016,220.0,19,12.6,23.0,,0,0,0
Z0121,2017,493.5,41,18.3,35.5,,0,0,0
Z0121,2018,349.6,27,10.6,20.7,,0,0,0
Z0121,2019,464.5,36,32.2,39.8,,0,0,0
Z0121,2020,506.1,42,22.6,47.3,,0,0,0
Z0121,2021,433.0,29,14.6,23.3,,0,0,0
Z0121,2022,377.1,26,19.3,40.6,,1,6,0
Z0121,2023,356.5,32,31.8,56.0,,1,5,0
Z0121,2024,576.6,32,10.0,17.9,,0,0,0
Z0122,2015,418.6,27,13.8,18.2,,0,0,0
Z0122,2016,342.0,24,20.5,31.8,,0,0,0
Z0122,2017,292.0,24,10.8,17.0,,0,0,0
Z0122,2018,369.2,18,10.0,19.0,,0,0,0
Z0122,2019,344.4,27,28.4,53.3,,0,0,0
Z0122,2020,551.9,46,59.9,107.8,,0,0,0
Z0122,2021,388.5,29,12.3,17.8,,0,0,0
Z0122,2022,564.2,41,10.8,16.8,,0,0,0
Z0122,2023,666.0,49,35.0,47.2,,0,0,0
Z0122,2024,655.8,41,69.5,95.8,,1,5,0
Z0123,2015,349.6,25,32.7,54.9,,0,0,0
Z0123,2016,282.6,17,10.0,20.1,,0,0,0
Z0123,2017,420.0,31,30.6,66.9,,0,0,0
Z0123,2018,264.2,19,20.5,36.0,,1,17,0
Z0123,2019,280.2,20,10.0,20.7,,0,0,0
Z0123,2020,511.1,29,28.2,48.1,,1,6,0
Z0123,2021,332.8,27,39.0,55.2,,1,1,0
Z0123,2022,371.2,20,10.0,18.7,,0,0,0
Z0123,2023,395.5,26,23.7,34.2,,0,0,0
Z0123,2024,411.2,35,10.0,17.4,,1,4,0
Z0124,2015,489.2,29,18.6,33.3,,0,0,0
Z0124,2016,489.2,42,20.6,30.4,,0,0,0
Z0124,2017,420.9,28,10.0,12.3,,0,0,0
Z0124,2018,396.8,31,16.9,27.7,,0,0,0
Z0124,2019,415.2,35,24.1,32.7,,0,0,0
Z0124,2020,510.1,38,21.5,32.9,,0,0,0
Z0124,2021,554.5,38,48.7,78.7,,0,0,0
Z0124,2022,561.2,38,12.6,15.6,,0,0,0
Z0124,2023,387.3,30,14.7,29.8,,1,10,0
Z0124,2024,635.7,47,20.2,33.3,,0,0,0
Z0125,2015,408.0,28,51.8,112.6,,0,0,0
Z0125,2016,413.2,30,14.4,24.9,,0,0,0
Z0125,2017,364.7,28,30.1,46.7,,0,0,0
Z0125,2018,307.1,20,13.0,23.9,,0,0,0
Z0125,2019,448.3,36,56.4,107.9,,1,2,0
Z0125,2020,370.0,26,10.0,19.3,,0,0,0
Z0125,2021,364.9,23,36.7,51.0,,0,0,0
Z0125,2022,602.4,49,16.6,62.4,,0,0,0
Z0125,2023,334.0,24,10.3,16.8,,0,0,0
Z0125,2024,267.8,10,16.6,25.7,,0,0,0
Z0126,2015,621.9,41,16.2,29.7,,0,0,0
Z0126,2016,514.6,27,39.6,65.1,,0,0,0
Z0126,2017,369.5,25,14.7,17.9,,0,0,0
Z0126,2018,199.3,14,14.6,20.5,,0,0,0
Z0126,2019,571.2,33,10.0,13.6,,0,0,0
Z0126,2020,575.9,39,60.4,122.9,,0,0,0
Z0126,2021,514.6,20,16.6,23.8,,0,0,0
Z0126,2022,514.6,43,17.0,27.7,,0,0,0
Z0126,2023,470.1,34,16.6,42.3,,0,0,0
Z0126,2024,288.5,29,17.5,22.7,,0,0,0
Z0127,2015,324.2,18,10.0,21.2,,0,0,0
Z0127,2016,532.0,33,21.1,33.1,,0,0,0
Z0127,2017,391.8,27,17.7,27.9,,0,0,0
Z0127,2018,345.5,24,15.6,31.6,,0,0,0
Z0127,2019,443.5,31,10.0,12.3,,0,0,0
Z0127,2020,444.0,33,27.1,47.3,,0,0,0
Z0127,2021,491.9,25,14.6,29.8,,0,0,0
Z0127,2022,608.5,40,80.5,125.8,,1,4,0
Z0127,2023,415.3,34,12.6,27.5,,0,0,0
Z0127,2024,410.2,29,17.6,34.1,,0,0,0
Z0128,2015,399.3,27,23.7,29.9,,0,0,0
Z0128,2016,465.9,32,13.4,17.9,,0,0,0
Z0128,2017,338.2,29,23.7,31.9,,0,0,0
Z0128,2018,430.3,30,27.8,52.7,,0,0,0
Z0128,2019,463.3,33,21.4,37.4,,0,0,0
Z0128,2020,853.6,70,34.5,62.5,,0,0,0
Z0128,2021,524.2,35,10.7,22.4,,0,0,0
Z0128,2022,633.9,46,46.6,95.5,,0,0,0
Z0128,2023,383.6,24,15.6,30.0,,0,0,0
Z0128,2024,690.3,50,28.1,59.0,,0,0,0
Z0129,2015,328.0,27,11.3,19.2,,0,0,0
Z0129,2016,472.0,31,37.5,66.4,,0,0,0
Z0129,2017,350.7,21,10.0,13.0,,0,0,0
Z0129,2018,442.7,24,12.6,16.4,,0,0,0
Z0129,2019,633.4,40,76.4,137.7,,0,0,0
Z0129,2020,473.5,31,33.8,42.3,,1,5,0
Z0129,2021,320.4,20,12.6,18.6,,0,0,0
Z0129,2022,447.3,26,13.4,23.9,,0,0,0
Z0129,2023,251.6,20,10.0,14.2,,1,7,0
Z0129,2024,510.5,34,33.9,61.8,,0,0,0
Z0130,2015,537.4,39,31.6,52.9,,0,0,0
Z0130,2016,235.2,18,21.4,38.8,,0,0,0
Z0130,2017,421.7,26,22.6,48.3,,0,0,0
Z0130,2018,264.2,16,10.0,21.6,,0,0,0
Z0130,2019,397.5,25,43.4,62.7,,0,0,0
Z0130,2020,436.7,31,41.7,81.6,,0,0,0
Z0130,2021,263.8,21,11.5,24.3,,0,0,0
Z0130,2022,313.4,15,17.5,25.4,,0,0,0
Z0130,2023,455.5,34,10.0,20.6,,0,0,0
Z0130,2024,621.0,44,29.9,57.6,,0,0,0
Z0131,2015,524.7,38,18.9,31.7,,0,0,0
Z0131,2016,424.8,31,14.4,18.8,,0,0,0
Z0131,2017,380.5,30,15.5,20.6,,0,0,0
Z0131,2018,529.6,41,10.9,14.7,,0,0,0
Z0131,2019,458.8,34,33.8,62.8,,0,0,0
Z0131,2020,451.7,36,11.4,21.7,,0,0,0
Z0131,2021,335.8,16,21.3,29.6,,0,0,0
Z0131,2022,413.1,36,12.7,24.8,,0,0,0
Z0131,2023,306.8,18,15.2,31.1,,0,0,0
Z0131,2024,452.3,30,59.6,94.8,,0,0,0
Z0132,2015,353.8,22,11.8,15.4,,0,0,0
Z0132,2016,482.6,35,27.0,33.9,,0,0,0
Z0132,2017,419.6,23,17.3,31.7,,0,0,0
Z0132,2018,472.6,36,36.5,64.5,,0,0,0
Z0132,2019,635.9,43,70.4,128.6,,0,0,0
Z0132,2020,703.3,47,39.4,72.0,,0,0,0
Z0132,2021,608.2,45,56.9,115.7,,0,0,0
Z0132,2022,340.6,31,18.3,37.5,,0,0,0
Z0132,2023,375.3,21,15.8,33.3,,0,0,0
Z0132,2024,675.2,47,25.0,37.4,,0,0,0
Z0133,2015,556.5,31,10.0,13.6,,0,0,0
Z0133,2016,518.0,41,10.0,20.5,,0,0,0
Z0133,2017,459.4,29,17.4,37.0,,0,0,0
Z0133,2018,344.1,21,26.5,45.4,,0,0,0
Z0133,2019,369.1,18,11.3,16.6,,0,0,0
Z0133,2020,299.6,18,22.7,41.5,,0,0,0
Z0133,2021,360.3,23,31.8,43.9,,0,0,0
Z0133,2022,476.3,34,10.0,13.5,,0,0,0
Z0133,2023,210.6,10,12.7,27.5,,0,0,0
Z0133,2024,369.1,37,35.2,75.4,,0,0,0
Z0134,2015,575.5,43,32.9,53.7,,0,0,0
Z0134,2016,262.7,17,11.3,15.8,,0,0,0
Z0134,2017,287.5,27,20.8,36.1,,0,0,0
Z0134,2018,466.4,38,32.9,74.1,,0,0,0
Z0134,2019,412.1,32,17.0,31.6,,0,0,0
Z0134,2020,360.8,27,15.2,31.1,,0,0,0
Z0134,2021,543.1,36,36.2,75.7,,0,0,0
Z0134,2022,575.4,43,53.4,91.9,,0,0,0
Z0134,2023,555.8,34,46.1,98.5,,0,0,0
Z0134,2024,465.6,41,37.1,60.3,,0,0,0
Z0135,2015,278.2,19,29.5,61.0,,1,11,0
Z0135,2016,412.5,29,13.9,20.5,,1,1,0
Z0135,2017,308.9,26,10.0,19.0,,0,0,0
Z0135,2018,460.5,23,37.3,47.6,,1,7,0
Z0135,2019,405.8,26,10.7,12.8,,1,6,0
Z0135,2020,422.9,29,15.2,25.6,,0,0,0
Z0135,2021,623.6,43,10.2,17.8,,0,0,0
Z0135,2022,522.4,25,21.0,32.6,,0,0,0
Z0135,2023,308.9,20,23.3,34.9,,0,0,0
Z0135,2024,376.6,27,10.0,19.0,,0,0,0
Z0136,2015,614.2,33,32.6,60.8,,0,0,0
Z0136,2016,498.6,43,65.6,100.3,,0,0,0
Z0136,2017,343.3,24,31.3,43.7,,0,0,0
Z0136,2018,578.9,44,33.7,58.1,,0,0,0
Z0136,2019,408.9,23,10.0,13.0,,0,0,0
Z0136,2020,391.8,25,10.0,13.8,,0,0,0
Z0136,2021,342.8,26,11.0,17.9,,0,0,0
Z0136,2022,606.8,41,12.8,19.5,,0,0,0
Z0136,2023,531.0,33,10.0,20.3,,0,0,0
Z0136,2024,475.0,36,48.2,59.0,,0,0,0
Z0137,2015,613.4,50,32.3,46.2,,0,0,0
Z0137,2016,371.8,29,12.1,23.0,,0,0,0
Z0137,2017,373.7,24,23.0,46.2,,0,0,0
Z0137,2018,456.1,33,12.1,40.5,,0,0,0
Z0137,2019,311.5,26,10.0,12.8,,0,0,0
Z0137,2020,302.9,24,13.6,23.8,,0,0,0
Z0137,2021,236.9,19,10.0,18.8,,0,0,0
Z0137,2022,530.3,36,10.0,13.6,,0,0,0
Z0137,2023,430.5,34,10.0,12.6,,0,0,0
Z0137,2024,420.6,29,17.2,26.9,,0,0,0
Z0138,2015,536.1,39,12.8,25.1,,0,0,0
Z0138,2016,256.3,17,13.8,18.0,,0,0,0
Z0138,2017,343.9,28,15.8,28.9,,0,0,0
Z0138,2018,375.3,18,17.3,57.4,,1,7,0
Z0138,2019,452.8,31,17.3,41.9,,0,0,0
Z0138,2020,460.8,36,20.0,37.8,,1,6,0
Z0138,2021,368.7,28,15.5,21.3,,1,8,0
Z0138,2022,502.2,43,23.4,47.7,,0,0,0
Z0138,2023,451.9,29,29.4,63.3,,0,0,0
Z0138,2024,347.0,25,18.8,28.8,,1,4,0
Z0139,2015,157.0,8,10.0,16.2,,0,0,0
Z0139,2016,423.9,37,19.5,23.6,,0,0,0
Z0139,2017,367.4,29,25.7,56.3,,0,0,0
Z0139,2018,421.2,33,10.4,15.1,,0,0,0
Z0139,2019,441.9,16,47.4,71.9,,0,0,0
Z0139,2020,362.5,23,22.9,34.1,,0,0,0
Z0139,2021,370.3,26,29.3,37.0,,0,0,0
Z0139,2022,356.6,27,13.9,19.5,,0,0,0
Z0139,2023,353.2,21,42.2,57.9,,0,0,0
Z0139,2024,713.6,46,35.0,49.8,,0,0,0
Z0140,2015,477.0,35,12.3,22.6,,0,0,0
Z0140,2016,458.1,30,14.7,31.5,,0,0,0
Z0140,2017,235.6,14,10.0,17.9,,0,0,0
Z0140,2018,566.9,37,14.7,25.8,,0,0,0
Z0140,2019,318.2,18,24.8,41.0,,0,0,0
Z0140,2020,471.0,37,10.0,14.8,,0,0,0
Z0140,2021,325.8,25,38.0,58.9,,0,0,0
Z0140,2022,684.8,48,25.4,35.1,,0,0,0
Z0140,2023,430.7,32,26.8,34.8,,0,0,0
Z0140,2024,458.1,35,10.0,16.5,,0,0,0
Z0141,2015,435.8,26,16.0,28.2,,0,0,0
Z0141,2016,131.7,8,15.9,22.2,,1,3,0
Z0141,2017,578.9,31,25.2,47.7,,0,0,0
Z0141,2018,346.5,24,17.7,28.3,,0,0,0
Z0141,2019,363.6,21,12.7,17.7,,0,0,0
Z0141,2020,500.2,39,10.0,20.2,,0,0,0
Z0141,2021,311.1,22,10.0,18.1,,0,0,0
Z0141,2022,471.3,36,41.1,70.5,,0,0,0
Z0141,2023,297.6,26,10.0,21.7,,0,0,0
Z0141,2024,784.5,54,31.8,39.7,,0,0,0
Z0142,2015,353.6,23,17.8,29.5,,0,0,0
Z0142,2016,334.9,27,10.5,14.1,,0,0,0
Z0142,2017,455.5,33,44.7,55.3,,0,0,0
Z0142,2018,489.5,39,21.9,40.8,,0,0,0
Z0142,2019,458.2,36,26.2,47.7,,0,0,0
Z0142,2020,571.1,46,42.9,72.4,,0,0,0
Z0142,2021,495.6,37,36.2,73.7,,0,0,0
Z0142,2022,524.0,32,17.8,36.9,,0,0,0
Z0142,2023,476.2,35,17.8,25.3,,0,0,0
Z0142,2024,520.5,40,23.9,42.4,,0,0,0
Z0143,2015,369.6,23,15.1,29.7,,0,0,0
Z0143,2016,440.1,32,19.0,29.4,,0,0,0
Z0143,2017,498.0,41,10.4,22.2,,0,0,0
Z0143,2018,321.0,28,17.0,16.9,,0,0,0
Z0143,2019,430.6,25,24.7,38.2,,0,0,0
Z0143,2020,549.3,39,33.7,47.4,,0,0,0
Z0143,2021,631.0,47,16.5,34.6,,0,0,0
Z0143,2022,645.2,41,26.1,32.9,,0,0,0
Z0143,2023,284.1,29,10.0,18.5,,0,0,0
Z0143,2024,496.8,39,17.0,33.5,,0,0,0
Z0144,2015,412.5,29,30.4,51.0,,0,0,0
Z0144,2016,606.7,46,15.0,21.0,,0,0,0
Z0144,2017,499.9,38,26.9,56.1,,0,0,0
Z0144,2018,347.6,20,21.2,43.9,,0,0,0
