zone_id,localite,region,latitude,longitude,altitude_m,pente_pct,distance_plan_eau_m,type_sol,occupation_sol,taux_impermeabilisation_pct,densite_pop_hab_km2,reseau_assainissement,profondeur_nappe_m,nb_inondations_2005_2014
Z0389,Kédougou,Kédougou,12.55537,-12.18078,115.1,1.96,176,Hydromorphe,Végétation naturelle,0.0,55,Complet,19.4,0
Z0390,Kédougou,Kédougou,12.53697,-12.18257,108.8,1.85,532,Latéritique,Agricole,4.5,102,Partiel,20.9,0
Z0391,Kédougou,Kédougou,12.56296,-12.18625,87.8,2.76,1582,Latéritique,Urbain lâche,57.3,6021,Partiel,18.6,1
Z0392,Kédougou,Kédougou,12.56402,-12.18757,98.3,1.9,548,Argileux,Agricole,1.0,98,Aucun,17.4,0
Z0393,Matam,Matam,15.65782,-13.26256,12.1,0.58,311,Hydromorphe,Urbain dense,66.0,10296,Aucun,5.0,10
Z0394,Matam,Matam,15.64477,-13.23488,20.4,0.29,720,Sableux,Agricole,27.4,170,Partiel,4.9,0
Z0395,Matam,Matam,15.68514,-13.23417,15.5,0.21,621,Argileux,Agricole,19.7,162,Aucun,5.2,4
Z0396,Matam,Matam,15.67108,-13.26199,15.5,2.27,1756,Hydromorphe,Zone humide (Niayes/bas-fond),36.8,255,Partiel,2.9,1
Z0397,Matam,Matam,15.65864,-13.26592,20.7,1.01,248,Argilo-sableux,Végétation naturelle,5.7,180,Partiel,6.5,1
Z0398,Matam,Matam,15.66677,-13.24912,17.0,0.74,339,Argileux,Agricole,24.1,100,Aucun,4.6,0
Z0399,Matam,Matam,15.644,-13.26633,15.6,0.21,174,Argilo-sableux,Urbain dense,83.2,30189,Partiel,4.1,4
Z0400,Matam,Matam,15.6879,-13.25252,16.0,0.3,1770,Hydromorphe,Zone humide (Niayes/bas-fond),34.1,253,Partiel,1.3,1
Z0401,Matam,Matam,15.65685,-13.26943,10.8,0.47,974,Argilo-sableux,Urbain dense,88.1,26513,Aucun,1.8,2
Z0402,Matam,Matam,15.66414,-13.24303,20.5,1.23,1530,Latéritique,Agricole,18.8,148,Aucun,7.6,0
Z0403,Matam,Matam,15.66043,-13.25956,14.1,0.69,550,Argileux,Urbain lâche,66.0,2597,Aucun,5.0,5
Z0404,Fatick,Fatick,14.33406,-16.42893,9.9,0.69,945,Hydromorphe,Végétation naturelle,2.8,256,Partiel,2.3,1
Z0405,Fatick,Fatick,14.31815,-16.41773,1.6,0.41,123,Hydromorphe,Zone humide (Niayes/bas-fond),14.6,271,Complet,1.9,1
Z0406,Fatick,Fatick,14.36167,-16.41043,3.3,0.06,1074,Argileux,Urbain dense,73.3,20205,Partiel,,3
Z0407,Fatick,Fatick,14.31784,-16.43023,7.0,1.4,239,Argilo-sableux,Végétation naturelle,7.1,154,,4.6,0
Z0408,Fatick,Fatick,14.35984,-16.40424,3.1,1.18,1006,Argilo-sableux,Agricole,7.7,175,Partiel,2.2,1
Z0409,Fatick,Fatick,14.33231,-16.41748,5.0,0.38,173,Latéritique,Urbain dense,75.6,20510,Aucun,2.1,4
Z0410,Fatick,Fatick,14.32046,-16.41796,0.5,0.74,1082,Latéritique,Urbain lâche,78.4,5143,Complet,2.5,0
Z0411,Fatick,Fatick,14.3434,-16.41374,5.4,0.6,336,Sableux,Agricole,0.0,370,Aucun,2.1,0
Z0412,Fatick,Fatick,14.36007,-16.40632,7.3,0.21,493,Latéritique,Urbain lâche,51.1,4755,Partiel,4.3,0
Z0413,Louga,Louga,15.60916,-16.21419,35.2,0.45,6440,Hydromorphe,Urbain lâche,39.3,4645,Complet,7.9,0
Z0414,Louga,Louga,15.61002,-16.21744,0.5,1.22,2981,Latéritique,Urbain lâche,59.6,10683,Complet,1.6,1
Z0415,Louga,Louga,15.61256,-16.21366,55.6,0.72,36789,Hydromorphe,Zone humide (Niayes/bas-fond),15.6,249,Partiel,,0
Z0416,Louga,Louga,15.62004,-16.2288,25.8,2.74,20591,Sableux,Urbain lâche,72.6,5721,Aucun,5.3,0
Z0417,Louga,Louga,15.58093,-16.23327,33.7,3.37,2618,Sableux,Végétation naturelle,0.0,216,Aucun,7.0,0
Z0418,Louga,Louga,15.62549,-16.23128,37.2,2.65,6320,Hydromorphe,Zone humide (Niayes/bas-fond),29.0,248,Complet,2.7,0
Z0419,Louga,Louga,15.61227,-16.23354,28.9,1.25,6441,Argilo-sableux,Urbain lâche,40.6,4283,,8.3,0
Z0420,Louga,Louga,-16.22225,15.62314,13.3,11.5,4813,Sableux,Urbain lâche,57.7,4917,Complet,4.2,0
Z0421,Louga,Louga,15.59887,-16.20329,34.4,4.18,3999,Latéritique,Urbain lâche,57.7,6376,Partiel,8.1,0
Z0422,Louga,Louga,15.62546,-16.24378,35.6,0.94,1522,Sableux,Agricole,0.6,96,Partiel,7.7,0
Z0423,Louga,Louga,-16.20077,15.62736,30.2,3.68,7281,Latéritique,Agricole,0.8,86,Complet,6.6,0
Z0424,Louga,Louga,15.60086,-16.24068,57.2,1.77,2127,Hydromorphe,Urbain lâche,54.4,9608,Aucun,9.8,0
Z0425,Louga,Louga,15.62765,-16.21402,-9999.0,1.44,1686,Argilo-sableux,Agricole,8.3,304,Partiel,8.8,0
